unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
71307_11,71307,11,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,1.0,Doctor,Post-Secondary,,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
71307_21,71307,21,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_41,71307,41,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_28,71307,28,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_40,71307,40,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_42,71307,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_35,71307,35,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_43,71307,43,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_44,71307,44,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_50,71307,50,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_49,71307,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_39,71307,39,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_10,71307,10,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,9.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.45454547
71307_46,71307,46,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71307_45,71307,45,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
71308_5,71308,5,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,Yes,Yes,,No,Yes,11.0,31.0,Other,,,In the 1990s,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_17,71308,17,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Intership,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_19,71308,19,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_26,71308,26,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_13,71308,13,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Male,35-44,Yes,0,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_25,71308,25,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_27,71308,27,Over 50,11-50,Over 5,Other,Secondary,,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_21,71308,21,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_9,71308,9,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,23.0,Nurse,Secondary,Certificate,In the 1990s,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_2,71308,2,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,Other (specify),Yes,,11.0,18.0,Nurse,Secondary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_12,71308,12,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_11,71308,11,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,11.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.09090909
71308_24,71308,24,Over 50,11-50,Over 5,Other,Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_29,71308,29,Over 50,11-50,Over 5,Other,Secondary,,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_3,71308,3,Over 50,11-50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,Yes,No,11.0,3.0,Doctor,Post-Secondary,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_14,71308,14,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_30,71308,30,Over 50,11-50,Over 5,Other,Primary,,0,25-34,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_10,71308,10,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,No,11.0,8.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_1,71308,1,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Male,35-44,Yes,Yes,,No,Yes,11.0,24.0,Other,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_6,71308,6,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Other (specify),No,,11.0,19.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.09090909
71308_8,71308,8,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,Other (specify),Yes,,11.0,21.0,Nurse,Secondary,Certificate,In the 1990s,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_22,71308,22,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Male,35-44,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_23,71308,23,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Male,35-44,Yes,0,Official mission,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_18,71308,18,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_15,71308,15,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_16,71308,16,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_31,71308,31,Over 50,11-50,Over 5,Other,,,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_28,71308,28,Over 50,11-50,Over 5,Other,Post-Secondary,,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_4,71308,4,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,13.0,Nurse,Primary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71308_20,71308,20,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.09090909
71308_7,71308,7,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,11.0,11.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.09090909
71310_1,71310,1,5 or less,5 or less,5 or less,Other,Secondary,,Male,Younger than 25,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Secondary,,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.5
71310_2,71310,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,35-44,Yes,0,Other (specify),Yes,,2.0,2.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,0.0,Other (specify),Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.5
71403_1,71403,1,5 or less,5 or less,5 or less,Doctor,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,3.0,1.0,Doctor,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6666667
71403_3,71403,3,5 or less,5 or less,5 or less,Nurse,Secondary,Certificate,0,25-34,Yes,0,Sickness/maternity,Yes,,3.0,3.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.6666667
71403_2,71403,2,5 or less,5 or less,5 or less,Nurse,Secondary,Certificate,0,25-34,Yes,Yes,,Yes,Yes,3.0,2.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,Non-authorised,,,1,1.0,Mozambique-2014,0.6666667
71410_2,71410,2,11-50,6-10,Over 5,Other,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,10.0,2.0,Other,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6
71410_6,71410,6,11-50,6-10,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,10.0,6.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6
71410_1,71410,1,11-50,6-10,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,Yes,Yes,,Yes,Yes,10.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6
71410_8,71410,8,11-50,6-10,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,8.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6
71410_4,71410,4,11-50,6-10,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,10.0,4.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6
71410_10,71410,10,11-50,6-10,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,Yes,,10.0,10.0,Clinical Officer,,Diploma,After 2000,Male,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.6
71410_5,71410,5,11-50,6-10,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,5.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6
71410_7,71410,7,11-50,6-10,Over 5,Nurse,,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,7.0,Nurse,,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6
71410_9,71410,9,11-50,6-10,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,10.0,9.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.6
71410_3,71410,3,11-50,6-10,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Other (specify),Yes,,10.0,3.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.6
71601_1,71601,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,4.0,1.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.5
71601_4,71601,4,5 or less,5 or less,5 or less,Other,Primary,Diploma,0,Younger than 25,0,Yes,,Yes,,4.0,4.0,Other,Primary,Diploma,After 2000,0.0,Younger than 25,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.5
71601_3,71601,3,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0,25-34,Yes,0,Sickness/maternity,Yes,,4.0,3.0,Nurse,Primary,Diploma,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.5
71601_2,71601,2,5 or less,5 or less,5 or less,Doctor,Primary,Diploma,Male,35-44,Yes,0,Official mission,Yes,,4.0,2.0,Doctor,Primary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.5
71704_1,71704,1,6-10,5 or less,5 or less,Nurse,,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,4.0,1.0,Nurse,,Diploma,After 2000,Male,35-44,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,1.0
71704_2,71704,2,6-10,5 or less,5 or less,Other,Post-Secondary,,Male,25-34,Yes,0,Official mission,Yes,,4.0,2.0,Other,Post-Secondary,,After 2000,Male,25-34,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,1.0
71704_3,71704,3,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Authorised absence (permision/leave),Yes,,4.0,3.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,1.0
71704_4,71704,4,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,4.0,4.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,1.0
71709_13,71709,13,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_31,71709,31,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_48,71709,48,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_45,71709,45,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_20,71709,20,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_23,71709,23,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_50,71709,50,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_38,71709,38,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_19,71709,19,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_32,71709,32,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_17,71709,17,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_15,71709,15,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_46,71709,46,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_39,71709,39,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_2,71709,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,No,11.0,41.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_40,71709,40,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_5,71709,5,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,0,25-34,Yes,Yes,,No,No,11.0,39.0,Nurse,Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_36,71709,36,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_21,71709,21,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_14,71709,14,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_16,71709,16,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_41,71709,41,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_43,71709,43,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_11,71709,11,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,No,Yes,11.0,2.0,Doctor,Post-Secondary,Advanced,After 2000,Male,45 or older,0.0,Official mission,,,1,1.0,Mozambique-2014,0.72727275
71709_30,71709,30,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_1,71709,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,No,Yes,11.0,31.0,Nurse,Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_8,71709,8,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,Yes,Yes,11.0,45.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_18,71709,18,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_9,71709,9,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,35-44,Yes,Yes,,No,No,11.0,37.0,Nurse,Secondary,Diploma,After 2000,Male,Younger than 25,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_26,71709,26,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_42,71709,42,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_34,71709,34,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_35,71709,35,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_33,71709,33,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_37,71709,37,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_24,71709,24,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_47,71709,47,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_44,71709,44,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_3,71709,3,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,No,No,11.0,8.0,Doctor,Post-Secondary,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.72727275
71709_22,71709,22,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_12,71709,12,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_49,71709,49,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_6,71709,6,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,No,No,11.0,30.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.72727275
71709_4,71709,4,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,0,45 or older,Yes,Yes,,No,No,11.0,50.0,Other,Secondary,Diploma,After 2000,Male,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.72727275
71709_7,71709,7,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,0,35-44,Yes,Yes,,No,Yes,11.0,47.0,Nurse,Secondary,Diploma,In the 1990s,Male,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.72727275
71709_10,71709,10,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,No,Yes,11.0,38.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.72727275
71709_29,71709,29,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_28,71709,28,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,35-44,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_25,71709,25,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71709_27,71709,27,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.72727275
71805_4,71805,4,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,0,Authorised absence (permision/leave),Yes,,5.0,4.0,Nurse,Secondary,Diploma,After 2000,Male,Younger than 25,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.8
71805_1,71805,1,6-10,5 or less,5 or less,Other,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,5.0,1.0,Other,Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.8
71805_5,71805,5,6-10,5 or less,5 or less,Nurse,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,5.0,5.0,Nurse,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.8
71805_3,71805,3,6-10,5 or less,5 or less,Clinical Officer,Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,5.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.8
