unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
49_7,49,7,Other,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.625
49_6,49,6,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.625
49_2,49,2,Clinical Officer,Male,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.625
49_8,49,8,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.625
49_9,49,9,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,4.0,9.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.625
49_1,49,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.625
49_10,49,10,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,5.0,10.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.625
49_3,49,3,Nurse,0.0,35-44,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.625
49_12,49,12,Other,0.0,35-44,Yes,0.0,12.0,,Yes,7.0,12.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.625
49_5,49,5,Other,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,5.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.625
5_4,5,4,Other,0.0,Younger than 25,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
5_3,5,3,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,3.0,3.0,Nurse,0.0,,,,,,,1,1.0,Uganda-2013,0.33333334
5_1,5,1,Other,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,WAS RECIEVING VISITORS IN DHO'S OFFICE,0.0,1,1.0,Uganda-2013,0.33333334
5_2,5,2,Clinical Officer,Male,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.33333334
5_5,5,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
50_3,50,3,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,2.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.33333334
50_4,50,4,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,3.0,4.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.33333334
50_2,50,2,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
50_1,50,1,Nurse,0.0,45 or older,Yes,0.0,Approved absence,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Reviewing or writing in cart,,0.0,1,1.0,Uganda-2013,0.33333334
500_1,500,1,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
500_2,500,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
500_3,500,3,Clinical Officer,Male,45 or older,Yes,0.0,Not approved Absence,,Yes,2.0,3.0,Clinical Officer,Male,0.0,,,,,,1,1.0,Uganda-2013,0.5
500_5,500,5,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
500_6,500,6,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
500_4,500,4,Nurse,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
500_8,500,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
500_7,500,7,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
501_7,501,7,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8
501_14,501,14,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,14.0,Nurse,Male,Yes,,,Interpreting laboratory work or radiographs,SEATED WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.8
501_3,501,3,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8
501_4,501,4,Nurse,0.0,45 or older,Yes,0.0,Not approved Absence,,Yes,,,,,,,,,,,1,,Uganda-2013,0.8
501_12,501,12,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8
501_1,501,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,2.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
501_5,501,5,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8
501_10,501,10,Nurse,0.0,35-44,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,0.8
501_13,501,13,Other,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,5.0,13.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
501_6,501,6,Nurse,0.0,25-34,Yes,0.0,Official mission,,Yes,4.0,6.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
501_9,501,9,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,,,,,,,,,,,1,,Uganda-2013,0.8
501_2,501,2,Clinical Officer,Male,25-34,Yes,0.0,Official mission,,Yes,3.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
501_8,501,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8
501_11,501,11,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8
502_1,502,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.0
502_2,502,2,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
502_3,502,3,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.0
502_5,502,5,Other,0.0,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.0
502_6,502,6,Nurse,0.0,25-34,Yes,0.0,,,,,,,,,,,,,,1,,Uganda-2013,0.0
502_4,502,4,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
503_2,503,2,Other,Male,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_6,503,6,Nurse,Male,35-44,Yes,Yes,,,Yes,4.0,6.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
503_8,503,8,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_7,503,7,Nurse,0.0,Younger than 25,Yes,0.0,Outreach,,Yes,5.0,7.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
503_10,503,10,Other,Male,35-44,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_3,503,3,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_1,503,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
503_9,503,9,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_11,503,11,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
503_4,503,4,Nurse,Male,25-34,Yes,0.0,Outreach,,Yes,2.0,4.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
503_5,503,5,Nurse,0.0,25-34,Yes,0.0,Outreach,,Yes,3.0,5.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
51_8,51,8,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,7.0,8.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
51_6,51,6,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,6.0,6.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
51_9,51,9,Nurse,0.0,25-34,Yes,Yes,,,Yes,8.0,9.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
51_7,51,7,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
51_4,51,4,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,4.0,4.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.75
51_1,51,1,Doctor,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Doctor,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
51_5,51,5,Other,Male,25-34,Yes,0.0,In training/seminar,,Yes,5.0,5.0,Other,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
51_3,51,3,Other,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
51_2,51,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
52_1,52,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
53_4,53,4,Clinical Officer,0.0,35-44,Yes,Yes,,,Yes,4.0,4.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
53_12,53,12,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_16,53,16,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_14,53,14,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_7,53,7,Nurse,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_6,53,6,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_15,53,15,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_10,53,10,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_11,53,11,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_13,53,13,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_5,53,5,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_9,53,9,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_3,53,3,Clinical Officer,0.0,35-44,Yes,Yes,,,Yes,3.0,3.0,Clinical Officer,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
53_8,53,8,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_1,53,1,Doctor,Male,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
53_2,53,2,Doctor,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
53_18,53,18,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
53_17,53,17,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
54_4,54,4,Other,0.0,45 or older,Yes,Yes,,,Yes,4.0,4.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
54_2,54,2,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,2.0,2.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.75
54_1,54,1,Doctor,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.75
54_3,54,3,Nurse,0.0,35-44,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
55_2,55,2,Doctor,Male,35-44,Yes,0.0,Not approved Absence,,Yes,2.0,2.0,Other,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
55_1,55,1,Doctor,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
56_13,56,13,Other,0.0,35-44,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
56_11,56,11,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.7
56_3,56,3,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_8,56,8,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,8.0,8.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_9,56,9,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,10.0,9.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_7,56,7,Nurse,Male,45 or older,Yes,Yes,,,Yes,7.0,7.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
56_5,56,5,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
56_6,56,6,Nurse,Male,25-34,Yes,0.0,Sick/maternity,,Yes,6.0,6.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_2,56,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_12,56,12,Other,Male,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
56_10,56,10,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,9.0,10.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
56_1,56,1,Doctor,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
56_4,56,4,Nurse,0.0,45 or older,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.7
57_2,57,2,Other,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,2.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
57_1,57,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
58_2,58,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
58_1,58,1,Doctor,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
59_2,59,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.5
59_3,59,3,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
59_1,59,1,Doctor,0.0,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.5
59_4,59,4,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
6_2,6,2,Nurse,Male,Younger than 25,Yes,0.0,Not approved Absence,,Yes,2.0,2.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.5
6_1,6,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
6_3,6,3,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.5
60_4,60,4,Nurse,Male,45 or older,Yes,0.0,In training/seminar,,Yes,4.0,4.0,Nurse,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.44444445
60_10,60,10,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.44444445
60_5,60,5,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.44444445
60_7,60,7,Nurse,0.0,45 or older,Yes,0.0,In training/seminar,,Yes,6.0,7.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.44444445
60_11,60,11,Nurse,0.0,25-34,Yes,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.44444445
60_1,60,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.44444445
60_12,60,12,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.44444445
60_9,60,9,Nurse,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,8.0,9.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.44444445
60_8,60,8,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,7.0,8.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.44444445
60_13,60,13,Other,Male,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.44444445
60_2,60,2,Clinical Officer,Male,45 or older,Yes,0.0,Approved absence,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.44444445
60_6,60,6,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,9.0,6.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.44444445
60_3,60,3,Nurse,0.0,35-44,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,0.44444445
600_5,600,5,Other,Male,25-34,0.0,0.0,In training/seminar,,No,6.0,5.0,Other,Male,Yes,,,Waiting for patient to undress,,0.0,1,1.0,Uganda-2013,0.42857143
600_6,600,6,Other,0.0,45 or older,0.0,Yes,,,No,7.0,6.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.42857143
600_2,600,2,Nurse,Male,25-34,Yes,0.0,Approved absence,,No,1.0,2.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.42857143
600_3,600,3,Nurse,0.0,25-34,0.0,Yes,,,No,2.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.42857143
600_7,600,7,Other,0.0,45 or older,0.0,Yes,,,No,3.0,7.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.42857143
600_4,600,4,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,5.0,4.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.42857143
600_1,600,1,Clinical Officer,Male,25-34,Yes,0.0,In training/seminar,,No,4.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.42857143
601_7,601,7,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,7.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
601_10,601,10,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_6,601,6,Nurse,0.0,25-34,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,0.6
601_14,601,14,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_12,601,12,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_3,601,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,3.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.6
601_15,601,15,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_9,601,9,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_2,601,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,4.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
601_8,601,8,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_5,601,5,Nurse,0.0,45 or older,Yes,0.0,Official mission,,Yes,1.0,5.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.6
601_11,601,11,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_4,601,4,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_13,601,13,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
601_1,601,1,Clinical Officer,Male,25-34,Yes,0.0,Official mission,,Yes,2.0,1.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
602_1,602,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
602_3,602,3,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
602_2,602,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,RESTING,0.0,1,1.0,Uganda-2013,0.5
602_5,602,5,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
602_4,602,4,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
603_24,603,24,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_17,603,17,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_10,603,10,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_9,603,9,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_7,603,7,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_12,603,12,Nurse,0.0,35-44,Yes,Yes,,,Yes,7.0,12.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.14285715
603_2,603,2,Doctor,0.0,35-44,Yes,0.0,Outreach,,Yes,2.0,2.0,Doctor,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.14285715
603_13,603,13,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_23,603,23,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_16,603,16,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_4,603,4,Clinical Officer,0.0,35-44,Yes,0.0,12.0,,Yes,4.0,4.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.14285715
603_15,603,15,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_21,603,21,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_18,603,18,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_5,603,5,Clinical Officer,Male,35-44,Yes,0.0,Outreach,,Yes,5.0,5.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.14285715
603_20,603,20,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_8,603,8,Other,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_19,603,19,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_25,603,25,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_14,603,14,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_22,603,22,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_1,603,1,Doctor,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.14285715
603_3,603,3,Doctor,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Doctor,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.14285715
603_6,603,6,Other,Male,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.14285715
603_11,603,11,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,6.0,11.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.14285715
