fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17
253,26,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
253,27,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
253,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
253,30,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
253,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
253,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,9.0,33.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
253,34,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
253,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,37,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,non,,10.0,37.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
253,38,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
253,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,En stage,Non,non,,,,,,,,,,,,,,
253,40,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,En stage,Non,non,,,,,,,,,,,,,,
253,41,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,non,,11.0,41.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
254,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
254,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,3,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,4,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
254,6,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
254,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,5.0,8.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Laboratoires/examens/radios,Oui,After 2000,Individu
254,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
254,10,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
254,11,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,11.0,Nurse,Primary,Diploma,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,13,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,14,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,15,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,17,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,18,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Oui,,Oui,non,,10.0,18.0,Nurse,Primary,Diploma,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,19,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,20,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
254,21,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Oui,non,,6.0,21.0,Other,Secondary,Advanced,Femme,25-34,Non,Maladie/maternité,,,,Responsable
254,22,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,23,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
254,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
254,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,27,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,28,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
254,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,29.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,30,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,31,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,32,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
254,33,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,34,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,8.0,34.0,Other,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,non,,2.0,35.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,9.0,36.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
254,37,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,38,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
254,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,40,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,Formation/séminaire/réunion,Oui,non,,7.0,40.0,Nurse,Secondary,Advanced,Femme,45 or older,Non,Mission officielle,,,,Collègue
254,41,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,42,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,non,,4.0,42.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
254,43,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,44,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
254,45,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
254,46,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
254,47,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
255,1,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
255,2,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Post-Secondary,Advanced,Homme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
255,3,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Nurse,Post-Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
255,4,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Post-Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
255,5,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
256,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,,Autre,Non,Before 1990,Individu
256,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,Femme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
257,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Maladie/maternité,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Femme,45 or older,Non,Formation/séminaire/réunion,,,,Individu
257,2,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
257,3,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,8.0,3.0,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
257,4,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,10.0,4.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
257,5,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,5.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0
257,6,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,6.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
257,7,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,9.0,7.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0
257,8,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,8.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non,In the 1990s,Individu
257,9,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
257,10,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
257,11,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
257,12,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
257,13,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,13.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
257,14,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,6.0,14.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
257,15,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,15.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,-9.0
257,16,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
257,17,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,17.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,Maladie/maternité,,,,Individu
257,18,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
258,1,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Autre,Non,After 2000,Individu
258,2,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Absence autorisée (permission/congé),,,,Collègue
258,3,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Homme,45 or older,Non,Absence autorisée (permission/congé),,,,Collègue
258,4,11-50,6-10,Over 5,Nurse,Post-Secondary,,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Nurse,Post-Secondary,,Femme,25-34,Oui,,Laboratoires/examens/radios,Non,After 2000,Individu
258,5,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
258,6,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
258,7,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
259,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,1.0,1.0,Nurse,Primary,Diploma,Femme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
259,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
260,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Femme,45 or older,Non,Absence autorisée (permission/congé),,,,Collègue
260,2,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),Oui,non,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Absence autorisée (permission/congé),,,,Collègue
260,3,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
261,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non applicable,In the 1990s,Individu
261,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
262,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Non,Est allé retirer son salaire,,,,Autre (Préciser)
263,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Femme,25-34,Non,Formation/séminaire/réunion,,,,Autre (Préciser)
264,1,5 or less,5 or less,5 or less,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
265,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
266,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,After 2000,Individu
266,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,Homme,Younger than 25,Oui,,Consultation/visite de malade,Non,After 2000,Individu
267,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
268,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
268,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
269,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
270,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Diploma,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
273,1,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,1.0,1.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Autre (Préciser)
273,2,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Autre (Préciser)
273,3,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Non,Formation/séminaire/réunion,,,,Autre (Préciser)
273,4,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,-9.0
274,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,Younger than 25,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Non,After 2000,Individu
275,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
276,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
278,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Post-Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
280,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
281,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non applicable,Before 1990,Individu
281,2,6-10,5 or less,5 or less,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Maladie/maternité,Oui,non,,2.0,2.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
281,3,6-10,5 or less,5 or less,Other,Primary,Diploma,Homme,Younger than 25,Oui,Non,Maladie/maternité,Oui,non,,3.0,3.0,Other,Primary,Diploma,Homme,Younger than 25,Non,Absence autorisée (permission/congé),,,,Responsable
281,4,6-10,5 or less,5 or less,Other,Secondary,None,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,4.0,4.0,Other,Secondary,Certificate,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
282,1,11-50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Diploma,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
282,2,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Maladie/maternité,Oui,non,,6.0,2.0,Nurse,Secondary,Advanced,Femme,35-44,Non,Maladie/maternité,,,,Collègue
282,3,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,7.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
282,4,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,11.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
282,5,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
282,6,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
282,7,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
